BUNGCAER	0000000000000000000000000000000000000000000000000000000000000000011000110001000000110111000000000000000000000000000000000
VARAGLAU	?????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
SISTCATE	?????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
VIPENIKO	1110101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
SUSSCRO	?????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
TRIMBISC	0000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000100000110
AUSTSUPE	0000000000000000000000000000000000000000000000000000000000000000011000110001000000100000010010000001011011000000000000000
VARAVARI	?????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
AUSTLABI	0000000000000000000000000000000000000000000000000000000000000000011000110001000000100000010010000001011011000000000000000
CROTMOLO	?????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
BOSTAUR	?????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
ECHICARI	1100000000110100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
MICRTENE	?????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
BITIGABO	1100000000100001011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
SUTANIGR	?????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
ANOLCARO	?????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
NAJANAJA	0000000000000000000000000000000000000000000000000000000000000000011000110001110110000000000000000000000000000000000000000
LATISEMI	?????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
VARAKOMO	?????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
CROTADAM	1000000000000000000110101000001000000000001100010101011000000000000000000000000000000000000000000000000000000000000000000
PSEUAPOD	?????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
CRICGRIS	?????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
ONCOKETA	?????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
VIPEURSI	1110101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
BOTHSCHL	1000000000000000000110101000001000000000001110100000000000000000000000000000000000000000000000000000000000000000000000000
VIPEBERU	1110101011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
MELEGALL	?????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
GLOYBLOM	1000000000000000000110101000001110101000000000000000000000000000000000000000000000000000000000000000000000000000000000000
CROTATRO	1000000000000000000110101000001000000000001100010101100000000000000000000000000000000000000000000000000000000000000000000
BUNGCAND	0000000000000000000000000000000000000000000000000000000000000000011000110001000000110110100000000000000000000000000000000
EQUUCABA	?????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
BOTHNEUW	?????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
CRYPALBO	1000000000000000000110101101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
CERRGODM	1000000000000000000110101000001000000000001000000000000011000000000000000000000000000000000000000000000000000000000000000
HOPLSTEP	?????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
MACRLEBE	1111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
HOMOSAPI	?????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
PSEUPORP	0000000000000000000000000000000000000000000000000000000000000000011000110001000000100000010011000100000000000000000000000
XENOTROP	?????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
LOXOAFRI	?????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
HELOCINC	?????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
SISTCATT	?????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
PROTELEG	1000000000000000000110101000001100000101100000000000000000000000000000000000000000000000000000000000000000000000000000000
XENOLAEV	?????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
NAJASAGI	?????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
VARAMITC	?????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
PROTJERD	1000000000000000000110101000001100000110000000000000000000000000000000000000000000000000000000000000000000000000000000000
BUNGFLAV	0000000000000000000000000000000000000000000000000000000000000000011000110001000000111000000000000000000000000000000000000
CALLJACC	?????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
ECHIPYRA	?????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
OREONILO	?????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
ENHYPOLY	0000000000000000000000000000000000000000000000000000000000000000011110000000000000000000000000000000000000000000000000000
TRIMGRAM	1000000000000000000110101110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
LATILATI	?????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
HELOHORR	?????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
PROTMUCR	1000000000000000000110101000001100000101100000000000000000000000000000000000000000000000000000000000000000000000000000000
VARAMERT	?????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
AILUMELA	?????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
CROTDURI	?????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
TAENGUTT	?????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
NOTESCUT	0000000000000000000000000000000000000000000000000000000000000000011000110001000000100000010010000001011010100000000000000
TRIMGRAC	1000000000000000000110101000001111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
GLOYUSSU	1000000000000000000110101000001110101000000000000000000000000000000000000000000000000000000000000000000000000000000000000
MONODOME	?????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
RATTNORV	?????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
BUNGFASC	0000000000000000000000000000000000000000000000000000000000000000011000110001000000110100000000000000000000000000000000000
PSEUTEXT	0000000000000000000000000000000000000000000000000000000000000000011000110001000000100000010011101000000000000000000000000
OXYUMICR	0000000000000000000000000000000000000000000000000000000000000000011000110001000000100000010011110000000000000000000000000
PSEUAUST	0000000000000000000000000000000000000000000000000000000000000000011000110001000000100000010011000110000000000000000000000
CYPRCARP	?????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
VARATRIS	?????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
BOTHINSU	1000000000000000000110101000001000000000001000000000000010111000000000000000000000000000000000000000000000000000000000000
TRIMFLAV	1000000000000000000110101000001100000101010000000000000000000000000000000000000000000000000000000000000000000000000000000
WALTAEGY	0000000000000000000000000000000000000000000000000000000000000000011000110001111000000000000000000000000000000000000000000
BOTHASPE	1000000000000000000110101000001000000000001000000000000010100101000000000000000000000000000000000000000000000000000000000
PYTHMOLU	?????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
SAIMSCIU	?????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
